job_title,country,what_do_with_data,generate_human_data,file_size,subject_area,molecular_or_gene_data,deposit_repo_always,aware_should_deposit,generate_other_types,data_discoverable_importance,barrier_lack_of_time,barrier_organizing_data,barrier_which_repo,barrier_copyright_licensing,barrier_sharing_cost,barrier_other,interest_data_dep_service,interest_data_discov_service,have_data_to_deposit,want_other_help,want_help_with,have_addtl_info,addtl_info
Hydrogeologist,US - United States,deposit_repo,FALSE,100Mb - 1Gb,earth_sciences,NA,NA,NA,NA,6,TRUE,FALSE,FALSE,FALSE,FALSE,NA,1,2,FALSE,FALSE,NA,1,I am a US govt researcher. We are required to post our data online using ScienceBase.gov
Professot & Center Director,US - United States,neither,TRUE,100Mb - 1Gb,biological_sciences,FALSE,NA,FALSE,NA,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,10,TRUE,TRUE,get mass spectrometery results in a format that is usable by other investigators,0,NA
ph d,PL - Poland,neither,FALSE,Don't know,medical_sciences,FALSE,NA,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,not applicable,5,7,FALSE,FALSE,NA,0,NA
Professor,IT - Italy,both,FALSE,100Mb - 1Gb,biological_sciences,TRUE,TRUE,NA,TRUE,3,FALSE,FALSE,FALSE,FALSE,TRUE,NA,1,1,FALSE,FALSE,NA,0,NA
Professor,NO - Norway,deposit_repo,TRUE,20Mb -100Mb,medical_sciences,FALSE,NA,TRUE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,NA,6,6,FALSE,FALSE,NA,0,NA
Senior research professor,US - United States,neither,FALSE,20Mb -100Mb,biological_sciences,TRUE,FALSE,FALSE,FALSE,10,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Biomedical scientist,GB - United Kingdom,submit_suppl,FALSE,Don't know,biological_sciences,FALSE,NA,FALSE,TRUE,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,10,FALSE,FALSE,NA,0,NA
Statistician,US - United States,neither,TRUE,Don't know,other_sciences,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
Professorial lecturer Pediaric Endocrinology,US - United States,submit_suppl,TRUE,<20Mb,medical_sciences,TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE,TRUE,FALSE,TRUE,NA,5,9,FALSE,FALSE,NA,1,I am retiring from full-time academic work
Professor Emeritus,CA - Canada,deposit_repo,FALSE,20Mb -100Mb,physical_sciences,NA,NA,NA,NA,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,10,FALSE,TRUE,"All our muSR data at TRIUMF goes into an open-access repository that we maintain along with analysis and display tools.  However, other labs use different data formats and it has been impossible to agree on a common file format.  Any suggestions would be welcome.  See http://musr.ca/mud/ for details.",1,Everything is explained at http://musr.ca/mud/
Dr,RO - Romania,neither,TRUE,<20Mb,medical_sciences,FALSE,NA,FALSE,TRUE,10,FALSE,TRUE,FALSE,FALSE,TRUE,NA,7,10,TRUE,TRUE,articles in specialty revues ; on-line articles;,0,NA
Senior statistician,ES - Spain,neither,TRUE,20Mb -100Mb,medical_sciences,FALSE,NA,TRUE,FALSE,8,FALSE,FALSE,TRUE,TRUE,TRUE,NA,8,8,TRUE,TRUE,copyright and data protection,1,"legacy, authorship"
Senior Lecturer,GB - United Kingdom,deposit_repo,TRUE,<20Mb,other_sciences,NA,NA,NA,NA,2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,8,8,TRUE,FALSE,NA,1,There shall be data warehouse.
Professor,DK - Denmark,deposit_repo,FALSE,<20Mb,other_sciences,NA,NA,NA,NA,9,FALSE,FALSE,TRUE,FALSE,FALSE,NA,9,9,TRUE,FALSE,NA,1,It is mainly software code
Teaching,IR - Iran,neither,TRUE,20Mb -100Mb,physical_sciences,NA,NA,NA,NA,7,FALSE,FALSE,TRUE,FALSE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
Associate professor,CA - Canada,neither,FALSE,<20Mb,biological_sciences,FALSE,NA,TRUE,TRUE,3,TRUE,TRUE,FALSE,TRUE,FALSE,NA,2,2,FALSE,FALSE,NA,0,NA
Associate professor,SE - Sweden,neither,FALSE,100Mb - 1Gb,physical_sciences,NA,NA,NA,NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,5,5,TRUE,FALSE,NA,0,NA
Associate Professor,US - United States,both,FALSE,100Mb - 1Gb,medical_sciences,TRUE,TRUE,NA,TRUE,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,10,TRUE,FALSE,NA,0,NA
PhD Candidate,CA - Canada,neither,TRUE,100Mb - 1Gb,other_sciences,NA,NA,NA,NA,7,FALSE,TRUE,TRUE,TRUE,FALSE,NA,6,6,FALSE,TRUE,Safe storage for future access if required,0,NA
Researcher,US - United States,deposit_repo,FALSE,5Gb - 20Gb,earth_sciences,NA,NA,NA,NA,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,6,8,TRUE,FALSE,NA,0,NA
"MD, PhD",RO - Romania,deposit_repo,TRUE,Don't know,medical_sciences,FALSE,NA,FALSE,FALSE,7,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5,7,FALSE,FALSE,NA,0,NA
"professor, vice-rector",FI - Finland,neither,FALSE,Don't know,other_sciences,NA,NA,NA,NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,2,7,TRUE,FALSE,NA,0,NA
consultant,BE - Belgium,neither,FALSE,<20Mb,biological_sciences,FALSE,NA,FALSE,FALSE,6,FALSE,FALSE,FALSE,TRUE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
Associate Professor,US - United States,deposit_repo,TRUE,Don't know,other_sciences,NA,NA,NA,NA,9,FALSE,TRUE,FALSE,TRUE,FALSE,NA,7,7,FALSE,FALSE,NA,0,NA
Research Engineer,US - United States,neither,FALSE,5Gb - 20Gb,physical_sciences,NA,NA,NA,NA,3,FALSE,TRUE,TRUE,TRUE,FALSE,NA,5,5,TRUE,TRUE,Sharing for discussion and internal collaboration,0,NA
"Associate Professor of Surgery and Orthopaedics, Chief of Hand Surgery",US - United States,neither,TRUE,Don't know,medical_sciences,FALSE,NA,FALSE,TRUE,3,FALSE,FALSE,TRUE,TRUE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
doctor,CZ - Czech Republic,both,TRUE,100Mb - 1Gb,medical_sciences,FALSE,NA,FALSE,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,NA,2,2,FALSE,FALSE,NA,0,NA
Professor emeritus,US - United States,submit_suppl,FALSE,20Mb -100Mb,biological_sciences,TRUE,TRUE,NA,TRUE,9,FALSE,TRUE,FALSE,FALSE,FALSE,NA,6,6,TRUE,FALSE,NA,0,NA
Professor,US - United States,neither,FALSE,20Mb -100Mb,physical_sciences,NA,NA,NA,NA,6,TRUE,TRUE,TRUE,FALSE,FALSE,NA,10,10,TRUE,TRUE,Helping consider formatting of files/ data structures/what should be stored for our field,0,NA
Senior researcher,RU - Russia,submit_suppl,FALSE,<20Mb,biological_sciences,FALSE,NA,FALSE,TRUE,10,FALSE,FALSE,FALSE,FALSE,TRUE,NA,10,7,FALSE,FALSE,NA,0,NA
Graduate Student,US - United States,neither,FALSE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,9,FALSE,FALSE,FALSE,TRUE,FALSE,NA,8,8,FALSE,FALSE,NA,0,NA
Professor,GR - Greece,neither,TRUE,<20Mb,other_sciences,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,5,5,FALSE,FALSE,NA,0,NA
Professor,PT - Portugal,deposit_repo,FALSE,<20Mb,other_sciences,NA,NA,NA,NA,7,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
Professor,CA - Canada,both,TRUE,100Mb - 1Gb,medical_sciences,FALSE,NA,TRUE,TRUE,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,10,TRUE,FALSE,NA,1,Privacy
Clinical supervisor,CA - Canada,submit_suppl,TRUE,100Mb - 1Gb,medical_sciences,FALSE,NA,TRUE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,confidentiality- I work in the mental health care sector,0,5,FALSE,FALSE,NA,0,NA
professor,IR - Iran,neither,FALSE,<20Mb,physical_sciences,NA,NA,NA,NA,10,FALSE,FALSE,FALSE,TRUE,FALSE,NA,6,2,FALSE,FALSE,NA,0,NA
Assistant professor (university),IT - Italy,neither,FALSE,20Mb -100Mb,earth_sciences,NA,NA,NA,NA,3,FALSE,FALSE,FALSE,FALSE,FALSE,Data are shared only upon explicit request,1,1,FALSE,FALSE,NA,0,NA
Professor,US - United States,deposit_repo,TRUE,<20Mb,physical_sciences,NA,NA,NA,NA,10,FALSE,FALSE,FALSE,TRUE,FALSE,NA,1,5,FALSE,FALSE,NA,0,NA
Computer Scientist.,CA - Canada,neither,FALSE,<20Mb,other_sciences,NA,NA,NA,NA,3,FALSE,TRUE,FALSE,FALSE,FALSE,NA,1,5,TRUE,TRUE,Public controlled repository managed by an independent open source organization.,1,Credible references of authors that publish their data.
Senior Lecturer,GB - United Kingdom,deposit_repo,TRUE,<20Mb,other_sciences,NA,NA,NA,NA,8,TRUE,TRUE,FALSE,TRUE,FALSE,NA,9,10,TRUE,TRUE,searchable databases,0,NA
Prof,IT - Italy,both,TRUE,Don't know,medical_sciences,FALSE,NA,TRUE,TRUE,9,TRUE,FALSE,FALSE,FALSE,FALSE,NA,7,7,FALSE,FALSE,NA,0,NA
Prof,RU - Russia,deposit_repo,TRUE,<20Mb,medical_sciences,FALSE,NA,TRUE,FALSE,9,TRUE,FALSE,FALSE,FALSE,FALSE,NA,8,8,TRUE,TRUE,NA,1,NA
ÎœD,GR - Greece,both,TRUE,100Mb - 1Gb,medical_sciences,TRUE,TRUE,NA,TRUE,10,FALSE,FALSE,FALSE,TRUE,FALSE,NA,9,9,TRUE,FALSE,NA,0,NA
PostDoc,NL - Netherlands,both,TRUE,20Gb - 50 Gb,medical_sciences,TRUE,TRUE,NA,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,None,3,8,FALSE,FALSE,NA,0,NA
Molecular Genetecist,SE - Sweden,submit_suppl,TRUE,100Mb - 1Gb,medical_sciences,TRUE,FALSE,FALSE,FALSE,7,FALSE,FALSE,TRUE,FALSE,FALSE,NA,6,6,TRUE,TRUE,NA,0,NA
Child & Adolescent Psychiatry adjunct professor Uniiversity of Chile,CL - Chile,deposit_repo,TRUE,<20Mb,medical_sciences,FALSE,NA,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1,NA,NA,FALSE,NA,0,NA
Senior Research Geologist,US - United States,submit_suppl,FALSE,NA,earth_sciences,NA,NA,NA,NA,8,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,7,FALSE,FALSE,NA,0,NA
"Distinguished University Professor, Emeritus",US - United States,both,FALSE,<20Mb,other_sciences,NA,NA,NA,NA,9,FALSE,FALSE,FALSE,FALSE,FALSE,no problems,9,9,FALSE,FALSE,NA,0,NA
Research Associate,CA - Canada,submit_suppl,FALSE,5Gb - 20Gb,biological_sciences,FALSE,NA,TRUE,TRUE,10,TRUE,FALSE,FALSE,FALSE,FALSE,NA,7,9,FALSE,FALSE,NA,1,We generate metabolomics based time of flight mass spectrometry data
researcher,PL - Poland,neither,FALSE,5Gb - 20Gb,earth_sciences,NA,NA,NA,NA,5,TRUE,TRUE,FALSE,TRUE,TRUE,NA,2,5,FALSE,FALSE,NA,0,NA
"Research leader, expert in pediatric infectious disease, pediatrician, ph.d.",DK - Denmark,deposit_repo,FALSE,20Mb -100Mb,medical_sciences,FALSE,NA,TRUE,TRUE,10,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Professor,US - United States,both,TRUE,20Mb -100Mb,medical_sciences,FALSE,NA,FALSE,TRUE,9,FALSE,FALSE,TRUE,FALSE,FALSE,NA,5,9,TRUE,FALSE,NA,0,NA
Associate Professor,US - United States,both,TRUE,<20Mb,other_sciences,NA,NA,NA,NA,8,FALSE,FALSE,TRUE,FALSE,FALSE,NA,9,9,TRUE,FALSE,NA,0,NA
CSO and President,US - United States,submit_suppl,TRUE,20Mb -100Mb,medical_sciences,FALSE,NA,FALSE,TRUE,10,FALSE,FALSE,FALSE,TRUE,FALSE,NA,6,6,FALSE,TRUE,"We are dealing with lots of cellular image, none of above listed type of data. Alternative choice might be necessary for people to share cellular images.",0,NA
Head of department,ES - Spain,neither,TRUE,<20Mb,medical_sciences,TRUE,TRUE,NA,TRUE,7,TRUE,FALSE,TRUE,TRUE,FALSE,NA,8,8,TRUE,FALSE,NA,0,NA
senior scientist,CA - Canada,neither,FALSE,20Mb -100Mb,medical_sciences,FALSE,NA,FALSE,TRUE,3,FALSE,TRUE,TRUE,FALSE,FALSE,NA,2,3,TRUE,FALSE,NA,0,NA
Professor,BR - Brazil,both,FALSE,5Gb - 20Gb,other_sciences,NA,NA,NA,NA,9,TRUE,TRUE,FALSE,FALSE,TRUE,NA,10,10,TRUE,TRUE,"tutorials, how-to, guidelines",1,"I am a computer scientist and work in eScience helping scientists from other fields manage their data. Thus, it is not ""one"" kind of science or ""one"" kind of data, I work with biologists, doctors, artists, engineers, etc"
Professor and Chair,US - United States,neither,TRUE,<20Mb,biological_sciences,TRUE,TRUE,NA,FALSE,9,FALSE,TRUE,TRUE,TRUE,FALSE,NA,1,3,TRUE,FALSE,NA,0,NA
Post Doctoral Researcher,US - United States,neither,FALSE,100Mb - 1Gb,other_sciences,NA,NA,NA,NA,9,FALSE,TRUE,TRUE,TRUE,FALSE,NA,9,9,TRUE,TRUE,Standardized format for data and metadata,0,NA
MD,IT - Italy,both,TRUE,20Mb -100Mb,medical_sciences,FALSE,NA,FALSE,TRUE,5,FALSE,FALSE,TRUE,FALSE,FALSE,NA,6,6,FALSE,FALSE,NA,0,NA
prof,GR - Greece,neither,FALSE,Don't know,biological_sciences,FALSE,NA,FALSE,FALSE,6,FALSE,FALSE,FALSE,TRUE,FALSE,NA,6,6,FALSE,FALSE,NA,0,NA
Wetland Ecologist,US - United States,neither,FALSE,<20Mb,earth_sciences,NA,NA,NA,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,NA,0,0,FALSE,FALSE,NA,0,NA
Researcher,CA - Canada,neither,TRUE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,8,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,TRUE,FALSE,NA,0,NA
Post doc,IN - India,neither,FALSE,20Mb -100Mb,biological_sciences,FALSE,NA,FALSE,FALSE,10,FALSE,FALSE,TRUE,FALSE,FALSE,NA,7,5,FALSE,FALSE,NA,0,NA
Lecturer,CA - Canada,submit_suppl,FALSE,20Mb -100Mb,biological_sciences,TRUE,TRUE,NA,TRUE,8,FALSE,TRUE,TRUE,FALSE,FALSE,NA,8,8,TRUE,FALSE,NA,0,NA
PhD student,GR - Greece,both,FALSE,20Mb -100Mb,biological_sciences,TRUE,TRUE,NA,TRUE,8,FALSE,FALSE,TRUE,TRUE,TRUE,NA,8,8,FALSE,FALSE,NA,0,NA
researcher,NL - Netherlands,submit_suppl,TRUE,<20Mb,biological_sciences,TRUE,FALSE,TRUE,FALSE,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
MD,SE - Sweden,deposit_repo,TRUE,<20Mb,medical_sciences,TRUE,FALSE,FALSE,TRUE,9,FALSE,FALSE,TRUE,FALSE,FALSE,NA,8,7,FALSE,FALSE,NA,0,NA
Professor Emeritus,CA - Canada,submit_suppl,FALSE,<20Mb,medical_sciences,TRUE,FALSE,TRUE,TRUE,8,FALSE,TRUE,TRUE,FALSE,TRUE,NA,5,7,TRUE,FALSE,NA,1,"publication of ""negative results"" that most journals do not accept, but which some investigators might find useful"
Associate Professor,SE - Sweden,deposit_repo,TRUE,>50Gb,other_sciences,NA,NA,NA,NA,8,FALSE,FALSE,FALSE,FALSE,FALSE,Research ethics,9,9,TRUE,TRUE,Ethical concerns,1,Mainly consists of video recordings of human subjects
Research Scientist,BR - Brazil,submit_suppl,FALSE,20Mb -100Mb,biological_sciences,TRUE,TRUE,NA,FALSE,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,6,6,FALSE,FALSE,NA,0,NA
Professor,US - United States,deposit_repo,FALSE,5Gb - 20Gb,other_sciences,NA,NA,NA,NA,3,FALSE,TRUE,FALSE,FALSE,TRUE,NA,1,1,FALSE,FALSE,NA,0,NA
professor,US - United States,neither,FALSE,Don't know,biological_sciences,TRUE,TRUE,NA,FALSE,9,FALSE,TRUE,FALSE,FALSE,FALSE,NA,6,5,FALSE,FALSE,NA,0,NA
Research Engineer,US - United States,neither,TRUE,100Mb - 1Gb,other_sciences,NA,NA,NA,NA,7,TRUE,TRUE,TRUE,FALSE,FALSE,NA,8,8,TRUE,FALSE,NA,0,NA
Clinical research fellow endocrinology,GR - Greece,neither,TRUE,<20Mb,medical_sciences,FALSE,NA,FALSE,FALSE,7,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2,3,FALSE,FALSE,NA,0,NA
professor,RS - Serbia,deposit_repo,FALSE,<20Mb,other_sciences,NA,NA,NA,NA,7,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2,3,FALSE,FALSE,NA,1,Journals should encourage authors to make their experiments fully reproducable.
Professor,US - United States,neither,FALSE,<20Mb,other_sciences,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0,FALSE,FALSE,NA,0,NA
researcher,RO - Romania,neither,FALSE,<20Mb,earth_sciences,NA,NA,NA,NA,6,FALSE,FALSE,TRUE,FALSE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
Senior Scientist,US - United States,both,FALSE,100Mb - 1Gb,biological_sciences,FALSE,NA,FALSE,TRUE,8,FALSE,FALSE,FALSE,TRUE,FALSE,NA,1,4,FALSE,FALSE,NA,0,NA
Assistant Professor,US - United States,neither,FALSE,20Gb - 50 Gb,other_sciences,NA,NA,NA,NA,5,FALSE,FALSE,FALSE,FALSE,FALSE,Confidentiality,7,7,FALSE,FALSE,NA,0,NA
Assistente tecnico scientifico,IT - Italy,both,FALSE,100Mb - 1Gb,earth_sciences,NA,NA,NA,NA,6,FALSE,FALSE,FALSE,TRUE,FALSE,NA,6,6,TRUE,FALSE,NA,0,NA
Research Professor,US - United States,neither,TRUE,<20Mb,other_sciences,NA,NA,NA,NA,5,FALSE,FALSE,TRUE,FALSE,FALSE,NA,7,7,FALSE,FALSE,NA,0,NA
Professor,ES - Spain,submit_suppl,FALSE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,9,FALSE,FALSE,FALSE,TRUE,FALSE,NA,7,8,FALSE,FALSE,NA,0,NA
assistant professor,RO - Romania,neither,TRUE,100Mb - 1Gb,other_sciences,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,7,7,FALSE,TRUE,grant,0,NA
Associate Professor of Philosophy,US - United States,both,FALSE,1Gb - 5Gb,other_sciences,NA,NA,NA,NA,7,TRUE,FALSE,FALSE,FALSE,FALSE,NA,7,6,FALSE,FALSE,NA,0,NA
Associate Professor,US - United States,submit_suppl,FALSE,Don't know,other_sciences,NA,NA,NA,NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,NA,0,0,FALSE,FALSE,NA,0,NA
Professor,US - United States,neither,TRUE,<20Mb,other_sciences,NA,NA,NA,NA,7,FALSE,FALSE,TRUE,FALSE,FALSE,NA,7,7,TRUE,FALSE,NA,0,NA
Doctural student,GB - United Kingdom,deposit_repo,FALSE,5Gb - 20Gb,other_sciences,NA,NA,NA,NA,10,TRUE,TRUE,TRUE,TRUE,TRUE,Security of data deposited - whether they would be kept safe,10,10,FALSE,FALSE,NA,0,NA
Postdoctoral researcher,US - United States,neither,FALSE,Don't know,other_sciences,NA,NA,NA,NA,10,FALSE,FALSE,FALSE,TRUE,FALSE,NA,10,10,TRUE,FALSE,NA,0,NA
Assistant professor,HK - Hong Kong,submit_suppl,FALSE,20Mb -100Mb,biological_sciences,FALSE,NA,FALSE,FALSE,7,FALSE,FALSE,FALSE,TRUE,FALSE,NA,7,7,TRUE,TRUE,NA,0,NA
researcher and teacher,PL - Poland,neither,FALSE,Don't know,other_sciences,NA,NA,NA,NA,5,FALSE,TRUE,FALSE,FALSE,FALSE,NA,6,7,FALSE,FALSE,NA,0,NA
Professor,EE - Estonia,deposit_repo,FALSE,<20Mb,earth_sciences,NA,NA,NA,NA,8,TRUE,TRUE,FALSE,FALSE,FALSE,NA,8,6,TRUE,FALSE,NA,0,NA
Graduate Student,US - United States,neither,TRUE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,7,FALSE,TRUE,FALSE,FALSE,FALSE,NA,7,7,FALSE,FALSE,NA,0,NA
Retired,US - United States,neither,FALSE,100Mb - 1Gb,physical_sciences,NA,NA,NA,NA,10,FALSE,FALSE,FALSE,TRUE,FALSE,NA,10,10,TRUE,TRUE,Help in locating all of it,0,NA
Associate Professor,US - United States,neither,FALSE,<20Mb,physical_sciences,NA,NA,NA,NA,8,TRUE,TRUE,TRUE,TRUE,FALSE,NA,7,9,FALSE,TRUE,I would like to see relationships between sets of published journal articles and sets of data from different journal articles,0,NA
Statistician,AU - Australia,neither,TRUE,Don't know,medical_sciences,FALSE,NA,TRUE,FALSE,5,FALSE,TRUE,TRUE,TRUE,FALSE,NA,6,7,FALSE,FALSE,NA,0,NA
Professor Emeritus,US - United States,neither,FALSE,<20Mb,other_sciences,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0,FALSE,FALSE,NA,0,NA
Postdoctoral reseacher,DE - Germany,deposit_repo,FALSE,5Gb - 20Gb,biological_sciences,TRUE,TRUE,NA,FALSE,7,TRUE,TRUE,FALSE,FALSE,FALSE,NA,8,8,TRUE,FALSE,NA,0,NA
Associate Professor,US - United States,neither,FALSE,<20Mb,other_sciences,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0,FALSE,FALSE,NA,0,NA
MD PhD,DE - Germany,both,TRUE,<20Mb,medical_sciences,FALSE,NA,TRUE,FALSE,7,TRUE,TRUE,TRUE,TRUE,FALSE,NA,9,9,TRUE,TRUE,NA,0,NA
Staff Engineer,US - United States,both,FALSE,100Mb - 1Gb,other_sciences,NA,NA,NA,NA,10,FALSE,FALSE,FALSE,FALSE,TRUE,NA,8,10,TRUE,TRUE,Internal network,1,Not sure
Research Associate,CA - Canada,neither,FALSE,100Mb - 1Gb,physical_sciences,NA,NA,NA,NA,6,FALSE,TRUE,TRUE,FALSE,FALSE,NA,8,8,TRUE,FALSE,NA,1,"It's very specialized, proprietary format, etc."
Research Biologist,US - United States,neither,FALSE,100Mb - 1Gb,biological_sciences,FALSE,NA,TRUE,TRUE,8,FALSE,TRUE,TRUE,TRUE,FALSE,NA,7,8,TRUE,FALSE,NA,0,NA
Associate professor,RO - Romania,submit_suppl,FALSE,20Mb -100Mb,biological_sciences,FALSE,NA,TRUE,TRUE,8,FALSE,FALSE,TRUE,TRUE,FALSE,NA,4,4,FALSE,FALSE,NA,0,NA
Graduate student,CA - Canada,submit_suppl,FALSE,>50Gb,biological_sciences,FALSE,NA,TRUE,TRUE,10,FALSE,TRUE,TRUE,TRUE,FALSE,NA,8,8,TRUE,FALSE,NA,0,NA
Student,PL - Poland,both,FALSE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,8,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,10,FALSE,FALSE,NA,0,NA
Professor,FR - France,neither,FALSE,20Mb -100Mb,biological_sciences,TRUE,FALSE,TRUE,FALSE,8,TRUE,FALSE,FALSE,FALSE,FALSE,NA,6,7,TRUE,FALSE,NA,0,NA
Bioinformatician,US - United States,deposit_repo,FALSE,100Mb - 1Gb,biological_sciences,FALSE,NA,TRUE,TRUE,9,FALSE,TRUE,FALSE,FALSE,FALSE,NA,7,9,FALSE,FALSE,NA,0,NA
Research Assistant,US - United States,submit_suppl,FALSE,Don't know,biological_sciences,TRUE,FALSE,FALSE,TRUE,10,TRUE,TRUE,FALSE,TRUE,FALSE,NA,6,8,FALSE,FALSE,NA,0,NA
Postdoc,US - United States,NA,TRUE,>50Gb,medical_sciences,FALSE,NA,TRUE,TRUE,5,FALSE,TRUE,TRUE,TRUE,TRUE,NA,5,5,FALSE,FALSE,NA,1,"the primary challenges are social and professional and not technical, though technical challenges have not been adequately addressed"
associate professor,IT - Italy,deposit_repo,TRUE,20Mb -100Mb,medical_sciences,FALSE,NA,FALSE,FALSE,10,TRUE,TRUE,FALSE,FALSE,TRUE,NA,8,8,FALSE,TRUE,statistical evaluation,0,NA
Professore di Anatomia patologica,IT - Italy,both,FALSE,20Mb -100Mb,medical_sciences,FALSE,NA,TRUE,FALSE,7,FALSE,TRUE,FALSE,FALSE,FALSE,NA,6,6,FALSE,FALSE,NA,0,NA
Profesor (Ecology),ES - Spain,both,TRUE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,7,TRUE,FALSE,FALSE,FALSE,FALSE,NA,7,7,FALSE,FALSE,NA,0,NA
Assistant professor,CA - Canada,neither,TRUE,100Mb - 1Gb,medical_sciences,FALSE,NA,FALSE,TRUE,9,FALSE,TRUE,TRUE,TRUE,TRUE,NA,10,10,FALSE,FALSE,NA,0,NA
Psychologist,ES - Spain,submit_suppl,TRUE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,8,FALSE,FALSE,TRUE,TRUE,FALSE,NA,8,10,TRUE,FALSE,NA,0,NA
Postdoctoral researcher,US - United States,neither,TRUE,100Mb - 1Gb,other_sciences,NA,NA,NA,NA,6,FALSE,TRUE,TRUE,FALSE,FALSE,NA,6,6,TRUE,FALSE,NA,0,NA
Professor,BR - Brazil,both,FALSE,<20Mb,physical_sciences,NA,NA,NA,NA,5,FALSE,TRUE,FALSE,FALSE,FALSE,NA,6,7,FALSE,FALSE,NA,0,NA
Prof,GB - United Kingdom,neither,FALSE,<20Mb,other_sciences,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0,FALSE,FALSE,NA,0,NA
research scientist,US - United States,both,FALSE,100Mb - 1Gb,physical_sciences,NA,NA,NA,NA,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,0,0,FALSE,FALSE,NA,0,NA
Medical practitionner,FR - France,submit_suppl,TRUE,<20Mb,medical_sciences,FALSE,NA,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,NA,10,10,TRUE,FALSE,NA,0,NA
Associate Professor,US - United States,deposit_repo,FALSE,1Gb - 5Gb,physical_sciences,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0,FALSE,FALSE,NA,1,The idea of data archiving is just for leeches to publish off of someone else's work
"Radiation Oncologist, MD",ES - Spain,neither,TRUE,<20Mb,medical_sciences,FALSE,NA,FALSE,FALSE,10,FALSE,FALSE,TRUE,FALSE,FALSE,NA,10,10,FALSE,FALSE,NA,0,NA
Consultant Speech & Language Therapist,GB - United Kingdom,neither,TRUE,20Mb -100Mb,NA,NA,NA,NA,NA,7,TRUE,TRUE,TRUE,TRUE,TRUE,NA,8,9,TRUE,TRUE,"Organising, presenting",0,NA
Researcher,MX - Mexico,submit_suppl,FALSE,<20Mb,biological_sciences,FALSE,NA,TRUE,TRUE,8,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5,8,TRUE,TRUE,Peer to peer,0,NA
